Confidential Record,Property Tag 1,Tenant Tag 1,Property: Title,Agency 1,Main Tenant,Rent,Advert Date,Sale Date,Sale Price,Yield,Sale Method,Auction / EOI Date,Agency 2,Agent 1,Agent 2,Agent 3,Agent 4,Building Size,Land Size,LDC Places,Field Percent Complete,Source Link URL,Transaction History: Transaction History Name,Missing Fields List,
FALSE,"Medical, Pharmacy and Health",Medical,"183 Bourke Street, Goulburn NSW 2580",Ray White,Canberra X Ray Pty Ltd,"$49,183",15/07/2022,18/08/2022,"$1,017,500",4.83%,Portfolio Auction,18/08/2022,,Scott Stephens,,,,,,,100%,https://www.commercialrealestate.com.au/property/183-bourke-street-goulburn-nsw-2580-2017937653,TH-007113,,
FALSE,Liquor,Small Format Liquor,"1/ 7-11 Brown Street, Labrador QLD 4215",CBRE,Cellarbrations,"$103,887",18/07/2022,1/09/2022,"$1,775,000",5.85%,Portfolio Auction,17/08/2022,,Daniel Doran,John Nucifora,,,,,,100%,https://www.commercialrealestate.com.au/property/1-7-11-brown-street-labrador-qld-4215-2017939785,TH-007115,,
FALSE,Large Format Retail,Showroom,"160 Willoghby Road, Crows Nest NSW 2065",CI Australia,Petbarn,"$265,000",18/07/2022,24/08/2022,"$6,920,000",3.83%,EOI,17/08/2022,Sutton Anderson,Nick Lowry,Hugh Anderson,,,457,350,,100%,https://www.commercialrealestate.com.au/property/160-willoughby-road-crows-nest-nsw-2065-2017939763,TH-007116,,
FALSE,Fast Food,Drive-Thru,"40 & 41/ 280 New Line Road, Dural NSW 2158",CBRE,Oporto,"$105,009",18/07/2022,2/08/2022,"$2,151,830",4.88%,Portfolio Auction,16/08/2022,,Raymond Ahsan,Lord Darkoh,Alex Mirzaian,,,,,100%,https://www.commercialrealestate.com.au/property/40-41-280-new-line-road-dural-nsw-2158-2017940980,TH-007117,,
FALSE,"Medical, Pharmacy and Health",,"1454 Brisbane Valley Highway, Fernvale VIC 4306",Raine & Horne,3 Medical Tenants,"$140,900",20/07/2022,24/08/2022,"$2,015,500",6.99%,Portfolio Auction,24/08/2022,,Trent Bruce,Hudson Dale,,,475,1468,,100%,https://www.commercialrealestate.com.au/property/1454-brisbane-valley-highway;-fernvale-qld-4306-2017946904,TH-007119,,
FALSE,Large Format Retail,Showroom,"1199 South Road, St Marys SA 5042",CBRE,Adelaide Tools,,21/07/2022,29/09/2022,"$2,800,000",,Portfolio Auction,18/06/2022,,Harry Einarson,Mitch Curnow,,,,,,100%,https://www.commercialrealestate.com.au/property/1199-south-road-st-marys-sa-5042-2017948969,TH-007120,,
FALSE,Industrial,Trade Retail,"15 Southern Cross Drive, Ballina NSW 2478",North Coast Commercial,Coates Hire,"$165,000",22/07/2022,9/09/2022,"$3,380,000",4.88%,EOI,24/08/2022,,Chris Harley,,,,,,,100%,https://www.commercialrealestate.com.au/property/15-southern-cross-drive-ballina-nsw-2478-2017951973,TH-007121,,
FALSE,Fast Food,Drive-Thru,"1409 Sandgate Road, Nundah QLD 4012",Ray White,Red Rooster,"$86,763",25/07/2022,24/08/2022,"$2,280,000",3.81%,Portfolio Auction,18/08/2022,,Michael McCullagh,Lachlan O'Keeffe,,,,,,100%,https://www.commercialrealestate.com.au/property/1409-sandgate-road-nundah-qld-4012-2017956342,TH-007122,,
FALSE,"Medical, Pharmacy and Health",Medical,"530 Melton Highway, Sydenham VIC 3037",CBRE,Capital Radiology,"$132,000",28/07/2022,24/08/2022,"$2,345,000",5.63%,Portfolio Auction,24/08/2022,,Sandro Peluso,Marcello Caspani-Muto,Jimmy Tat,,,,,100%,https://www.commercialrealestate.com.au/property/530-melton-highway;-sydenham-vic-3037-2017963557,TH-007125,,
FALSE,Fast Food,Fast Food Shops,"100 Sunshine Avenue, Kealba VIC 3021",Stonebridge,DT Coffee,"$165,627",5/08/2022,8/09/2022,,,EOI,15/09/2022,,Nic Hage,Rorey James,Sarah Xi,,,,,100%,https://www.commercialrealestate.com.au/property/100-sunshine-avenue;-kealba-vic-3021-2017984250,TH-007131,,
FALSE,Government,,"420 Sheridan Street, Cairns QLD 4870",Knight Frank,AFP,"$1,103,157",9/08/2022,15/09/2022,"$17,000,000",6.49%,EOI,8/09/2022,CBRE,Christian Sandstrom,Justin Bond,,,,,,100%,https://www.commo.com.au/2022/08/11/afp-leased-investment-cairns-sale-knight-frank-and-cbre%C2%A0/1660167734,TH-007133,,
FALSE,Fuel and Convenience,Fuel Stations,"264 Browns Plains Road, Browns Plains QLD 4118",CBRE,7-Eleven,"$412,790",12/06/2023,21/07/2023,"$6,750,000",6.12%,EOI,6/07/2023,,Michael Hedger,,,,,,,100%,https://www.commercialrealestate.com.au/property/264-browns-plains-road-browns-plains-qld-4118-2018575669,TH-007134,,
FALSE,Large Format Retail,Showroom,"1057-1063 Point Nepean Road, Rosebud VIC 3939",Nichols Crowder,Vinnies,"$198,000",12/08/2022,16/09/2022,"$4,400,000",4.50%,Portfolio Auction,16/09/2022,Gross Waddell ICR,Jamie Stuart,Tom Crowder,,,959,1030,,100%,https://www.commercialrealestate.com.au/property/1057-1063-point-nepean-road-rosebud-vic-3939-2017999644,TH-007135,,
FALSE,Fuel and Convenience,Fuel Stations,"72 Cumberland Road, Ingleburn NSW 2565",CBRE,7-Eleven,"$250,102",24/05/2023,22/06/2023,"$4,500,000",5.56%,Portfolio Auction,22/06/2023,,Andrew Sukkar,Connor O'Neil,Alex Mirzaian,,,,,100%,https://www.commercialrealestate.com.au/property/72-cumberland-road-ingleburn-nsw-2565-2018548979,TH-007138,,
FALSE,Automotive,Servicing,"421, 423-425 Malvern Road, South Yarra VIC 3141",Gorman Allard Shelton,Beaurepairs,"$200,194",15/08/2022,21/09/2022,"$7,000,000",2.86%,EOI,15/09/2022,,Jonathon McCormack,Stephen Gorman,,,,,,100%,https://www.commercialrealestate.com.au/property/421-423-425-malvern-road-south-yarra-vic-3141-2018004189,TH-007139,,
FALSE,Banks,,"600 Chapel Street, South Yarra VIC 3141",Colliers,NAB Bank,"$411,394",15/08/2022,15/09/2022,"$16,200,000",2.54%,Portfolio Auction,15/09/2022,,Matt Stagg,Tim McIntosh,Daniel Wolman,,531,373,,100%,https://www.commercialrealestate.com.au/property/nab-south-yarra-corner-toorak-road-chapel-street-south-yarra-vic-3141-2018004129,TH-007140,,
FALSE,Fuel and Convenience,Fuel Stations,"42 Miles Street, Mount Isa QLD 4825",CBRE,EG Fuel,"$166,635",25/05/2023,19/06/2023,"$1,378,000",12.09%,EOI,22/06/2023,,Josh Scapolan,,,,,,,100%,https://www.commercialrealestate.com.au/property/42-miles-street-mount-isa-qld-4825-2018553034,TH-007143,,
FALSE,Supermarkets,Coles and Woolworths,"725-757 Riversdale Road, Camberwell VIC 3124",Stonebridge,Coles,"$1,637,000",17/08/2022,21/11/2022,"$37,000,000",4.42%,EOI,15/09/2022,,Justin Dowers,Kevin Tong,Philip Gartland,,,,,100%,https://www.commercialrealestate.com.au/property/725-757-riversdale-road-camberwell-vic-3124-2018008241,TH-007144,,
FALSE,Large Format Retail,Showroom,"1/10 Capital Place, Birtinya QLD 4575",CBRE,Totally Workwear,"$278,840",19/08/2022,13/12/2022,"$4,475,000",6.23%,EOI,21/09/2022,,Mark Marenko,Jack McCormack,,,1137,712,,100%,https://www.commercialrealestate.com.au/property/building-1-10-capital-place-birtinya-qld-4575-2018014627,TH-007146,,
FALSE,"Medical, Pharmacy and Health",Medical,"21-25 Bertha Street, Caboolture QLD 4510",JLL,Bertha Street Medical and Dental Centre,"$425,680",22/08/2022,1/02/2023,"$6,800,000",6.26%,EOI,15/09/2022,,Simon Quinn,Thomas Thorsen,,,,,,100%,https://www.commercialrealestate.com.au/property/21-25-bertha-street-caboolture-qld-4510-2018008145,TH-007151,,
FALSE,Large Format Retail,Showroom,"84 Annerley Road, Woolloongabba QLD 4102",C Property QLD,National Tiles,,22/08/2022,15/11/2022,"$3,500,000",,EOI,15/09/2022,,Joe Kennedy,Sam Callanan,Carl Charalambous,,650,799,,100%,https://www.commercialrealestate.com.au/property/84-annerley-road-woolloongabba-qld-4102-2018017102,TH-007153,,
FALSE,Automotive,Automotive Retail,"276 Macquarie Road, Warners Bay NSW 2282",Colliers,Jaycar,"$427,591",28/08/2022,29/09/2022,"$6,075,000",7.04%,Portfolio Auction,29/09/2022,,Luke Rutledge,,,,,,,100%,https://www.realcommercial.com.au/sold/property-276-macquarie-road-warners-bay-nsw-2282-504146859,TH-007155,,
FALSE,Industrial,,"771-775 North East Road, Valley View SA 5093",Cushman & Wakefield,Kennards Hire,"$143,878",29/08/2022,3/04/2023,,,EOI,29/09/2022,,Jay Nash,Jed Harley,,,,,,100%,https://www.commercialrealestate.com.au/property/771-775-north-east-road-valley-view-sa-5093-2018033043,TH-007156,,
FALSE,Retail,Strip Retail,"472 Old Cleveland Road, Camp Hill QLD 4152",CBRE,Tradelink,,29/08/2022,8/03/2023,"$3,700,000",,EOI,28/09/2022,,Ben Lyons,Braiden Farrer,,,,,,100%,https://www.commercialrealestate.com.au/property/472-old-cleveland-road-camp-hill-qld-4152-2018032603,TH-007157,,
FALSE,Supermarkets,Coles and Woolworths,"114-128 Glenvale Road, Glenvale QLD 4350",Colliers,Coles,"$1,438,500",30/08/2022,23/02/2023,"$27,400,000",5.25%,EOI,28/09/2022,,James Wilson,Dan Dwan,Stewart Gilchrist,,15360,,,100%,https://www.commercialrealestate.com.au/property/coles-glenvale-114-128-glenvale-road-glenvale-qld-4350-2018035196,TH-007159,,
FALSE,Large Format Retail,Showroom,"13-17 Murray Road, Preston VIC 3072",Colliers,National Tiles,"$353,195",30/08/2022,18/11/2022,"$6,450,000",5.48%,EOI,28/09/2022,,Andrew Ryan,Joe Kairouz,,,1028,1715,,100%,https://www.commercialrealestate.com.au/property/13-17-murray-road-preston-vic-3072-2018035180,TH-007160,,
FALSE,Fuel and Convenience,Fuel Stations,"9 Gregory Street, Ouyen VIC 3490",Colliers,Metro Petroleum,"$74,376",20/03/2023,12/05/2023,"$825,000",9.02%,EOI,20/04/2023,,James Lawson,Travis Hurst,,,,,,100%,https://www.commercialrealestate.com.au/property/9-gregory-street-ouyen-vic-3490-2018428238,TH-007161,,
FALSE,Retail,Strip Retail,"440 Whitehorse Road, Nunawading VIC 3131",Cva Property,Early Settler,"$232,358",1/09/2022,28/11/2024,"$5,800,000",4.01%,EOI,28/11/2024,,Jarrod Moran,Stan Dawidowski,Ian Angelico,,930,1610,,100%,https://www.cva.melbourne/property/20686/sale/440-whitehorse-road/nunawading-vic-3131/retail-showroom,TH-007164,,
FALSE,Large Format Retail,Showroom,"1908 Sandgate Road, Virginia QLD 4014",Cushman & Wakefield,Total Tools,"$615,024",6/09/2022,17/10/2023,,,EOI,6/10/2022,,Bevan Galloway,Myles Fredericksen,,,,,,100%,https://www.commercialrealestate.com.au/property/1908-sandgate-road-virginia-qld-4014-2018047074,TH-007167,,
FALSE,Fast Food,Drive-Thru,"307 Concord Road, Concord West NSW 2138",Time Realty,KFC,"$228,571",9/09/2022,11/10/2022,"$6,200,000",3.69%,Portfolio Auction,11/10/2022,,Adam Scappatura,Lambros Markessinis,,,,,,100%,https://www.commercialrealestate.com.au/property/307-concord-road-concord-west-nsw-2138-2018056927,TH-007168,,
FALSE,Retail,Strip Retail,"50 Church Street, Hawthorn VIC 3122",Fitzroys,Australia Post,"$59,918",12/09/2022,21/12/2022,"$1,270,000",4.72%,Portfolio Auction,6/10/2022,,Chris James,Mark Talbot,,,,,,100%,https://www.commercialrealestate.com.au/property/50-church-street-hawthorn-vic-3122-2018058719,TH-007169,,
FALSE,Large Format Retail,Showroom,"266 Maroondah Highway, Chirnside Park VIC 3116",Colliers,Harris Scarfe,"$2,650,000",12/09/2022,2/12/2022,"$50,476,190",5.25%,EOI,20/10/2022,Stonebridge,Tim McIntosh,Mike Crittenden,,,1387,5917,,100%,https://www.commercialrealestate.com.au/property/266-maroondah-highway;-chirnside-park-vic-3116-2018058124,TH-007170,,
FALSE,Liquor,Small Format Liquor,"469 Rokeby Road, Howrah TAS 7018",Devine Property,Bottle-O,"$195,676",14/09/2022,1/02/2023,"$2,100,000",9.32%,EOI,14/10/2022,,Daisy Twaits,,,,,,,100%,https://www.commercialrealestate.com.au/property/469-rokeby-road-howrah-tas-7018-2018066811,TH-007172,,
FALSE,Large Format Retail,Showroom,"9/46-50 Botany Street, Phillip ACT 2606",Raine & Horne,Petbarn,"$205,914",16/09/2022,23/03/2023,"$3,750,000",5.49%,EOI,26/10/2022,,Mark Nicholls,,,,690,1023,,100%,https://www.commercialrealestate.com.au/property/9-46-50-botany-street-phillip-act-2606-2018071241,TH-007175,,
FALSE,Fast Food,Drive-Thru,"674-680 Glenferrie Road, Hawthorn VIC 3122",Stonebridge,Guzman Y Gomez,"$202,452",21/09/2022,2/03/2023,"$3,856,000",5.25%,Portfolio Auction,28/10/2022,,Rorey James,Nic Hage,Sarah Xi,,,,,100%,https://www.commercialrealestate.com.au/property/shop-1-674-680-glenferrie-road-hawthorn-vic-3122-2018083624,TH-007178,,
FALSE,Childcare and Social Infrastructure,Childcare,"21 Weeks Avenue, Melton West VIC 3337",Stonebridge,Montessori,"$370,000",21/09/2022,14/11/2022,"$9,250,000",4.00%,EOI,28/10/2022,,Rorey James,Kevin Tong,Tom Moreland,,,,120,100%,https://www.commercialrealestate.com.au/property/21-weeks-avenue;-melton-west-vic-3337-2018083626,TH-007179,,
FALSE,Fast Food,Fast Food Shops,"376 Warrigal Road, Heatherton VIC 3202",Stonebridge,Grill'd,"$186,175",21/09/2022,28/10/2022,"$4,400,000",4.23%,Portfolio Auction,28/10/2022,,Rorey James,Kevin Tong,Nic Hage,,,,,100%,https://www.commercialrealestate.com.au/property/376-warrigal-road-heatherton-vic-3202-2018083656,TH-007180,,
FALSE,Retail,Strip Retail,"1027-1029 High Street, Armadale VIC 3143",Stonebridge,Zimmermann,"$195,619",21/09/2022,26/10/2022,"$7,300,000",2.68%,Portfolio Auction,26/10/2022,,Nic Hage,Rorey James,Sarah Xi,,,,,100%,https://www.commercialrealestate.com.au/property/1027-1029-high-street-armadale-vic-3143-2018083667,TH-007181,,
FALSE,Fuel and Convenience,Fuel Stations,"107 Strickland Road, East Bendigo VIC 3550",Stonebridge,Liberty Oil,"$219,917",9/02/2023,1/05/2023,"$3,375,000",6.52%,EOI,9/03/2023,,Rorey James,Kevin Tong,,,,,,100%,https://www.commercialrealestate.com.au/property/107-strickland-road-east-bendigo-vic-3550-2018344464,TH-007182,,
FALSE,Childcare and Social Infrastructure,Childcare,"81-85 Stock Road, Gunnedah NSW 2380",Stonebridge,Imagine Childcare & Kindergarten,"$300,800",21/09/2022,25/10/2022,"$5,450,000",5.52%,Portfolio Auction,28/10/2022,,Tom Moreland,Michael Collins,,,,,94,100%,https://www.commercialrealestate.com.au/property/imagine-childcare-81-85-stock-rd-gunnedah-nsw-2380-2018083697,TH-007183,,
FALSE,Fast Food,Drive-Thru,"17-23 Market Street, Merimbula NSW 2548",Stonebridge,McDonald's Australia Limited,"$577,808",22/09/2022,14/11/2022,"$9,250,000",6.25%,EOI,28/10/2022,,,,,,,,,100%,https://www.commercialrealestate.com.au/property/merimbula-square-17-23-market-st-merimbula-nsw-2548-2018084185,TH-007185,,
FALSE,Large Format Retail,Showroom; Automotive Retail,"3/379 Morayfield Road, Morayfield QLD 4506",Stonebridge,AMX Motorcycle,"$114,145",23/09/2022,28/10/2022,"$2,075,000",5.50%,Portfolio Auction,28/10/2022,,Thomas Proberts,Tom Moreland,Michael Collins,,678,678,,100%,https://www.commercialrealestate.com.au/property/amx-morayfield-3-379-morayfield-rd-morayfield-qld-4506-2018083676,TH-007187,,
FALSE,Fuel and Convenience,Fuel Stations,"166 Gainsborough Drive, Pimpama QLD 4209",Stonebridge,7-Eleven,"$491,618",9/02/2023,26/04/2023,"$7,637,000",6.44%,EOI,9/03/2023,,Michael Collins,Tom Moreland,Kevin Tong,,,,,100%,https://www.commercialrealestate.com.au/property/166-gainsborough-drive-pimpama-qld-4209-2018337648,TH-007189,,
FALSE,Pubs and Hotels,Pubs,"204-212 Old South Road, Old Reynella SA 5161",JLL,ALH,"$868,000",26/09/2022,20/04/2023,"$6,050,000",14.35%,EOI,27/10/2022,,Will Connolly,John Musca,Stuart Taylor,Roger Klem,,,,100%,https://www.commercialrealestate.com.au/property/204-212-old-south-road-old-reynella-sa-5161-2018090057,TH-007191,,
FALSE,Fuel and Convenience,Fuel Stations,"30 Links Avenue, East Ballina NSW 2478",Cushman & Wakefield,Ampol,"$229,536",15/02/2023,12/04/2023,"$3,500,000",6.56%,EOI,15/03/2023,,Daniel Cullinane,Patrick Birchley,,,,,,100%,https://www.commercialrealestate.com.au/property/30-links-avenue;-east-ballina-nsw-2478-2018356595,TH-007192,,
FALSE,Government,Retail,"211-213 High Street, Thomastown VIC 3074",Fitzroys,Australia Post,"$117,458",28/09/2022,28/10/2022,"$2,350,000",5.00%,Portfolio Auction,28/10/2022,,Lewis Waddell,Mark Talbot,,,,,,100%,https://www.commercialrealestate.com.au/property/211-213-high-street-thomastown-vic-3074-2018095777,TH-007193,,
FALSE,Large Format Retail,Showroom,"228-230 Main Street, Bairnsdale VIC 3875",Stonebridge,Forty Winks,"$60,000",30/09/2022,29/11/2022,"$1,320,000",4.55%,Deadline Sale,3/11/2022,,Rorey James,Nic Hage,Sarah Xi,,,,,100%,https://www.commercialrealestate.com.au/property/228-230-main-street-bairnsdale-vic-3875-2018101168,TH-007195,,
FALSE,Liquor,Small Format Liquor,"3/176 Elevation Boulevard, Craigieburn VIC 3064",Stonebridge,Liquor Stax,"$77,585",30/09/2022,27/10/2022,"$1,380,000",5.62%,Portfolio Auction,27/10/2022,,Rorey James,Nic Hage,Sarah Xi,,,,,100%,https://www.commercialrealestate.com.au/property/shop-3-176-elevation-boulevard-craigieburn-vic-3064-2018101619,TH-007197,,
FALSE,Fuel and Convenience,Fuel Stations,"1235 Plenty Road, South Morang VIC 3752",Jones Real Estate,BP,"$548,000",3/02/2023,24/03/2023,"$10,350,000",5.29%,EOI,8/03/2023,Gorman Commercial,Luke Peric,Tim Spargo,,,,,,100%,https://www.commercialrealestate.com.au/property/1235-plenty-road-south-morang-vic-3752-2018330778,TH-007203,,
FALSE,Fast Food,Drive-Thru,"61 Constellation Drive, Australind WA 6233",Stonebridge,McDonald's Australia Limited,"$115,000",5/10/2022,28/10/2022,"$3,636,000",3.16%,Portfolio Auction,28/10/2022,,Michael Collins,Tom Moreland,Rorey James,,515,3395,,100%,https://www.commercialrealestate.com.au/property/mcdonald-s-australind-61-constellation-drive-australind-wa-6233-2018108052,TH-007204,,
FALSE,Fast Food,Drive-Thru,"2506 Gold Coast Highway, Mermaid Beach QLD 4218",Canford Estate,KFC,,6/10/2022,22/01/2023,"$17,500,000",,EOI,3/11/2022,,Roland Evans,Ben Evans,,,2529,6525,,100%,https://www.commercialrealestate.com.au/property/2506-gold-coast-highway;-mermaid-beach-qld-4218-2018114919,TH-007205,,
FALSE,"Medical, Pharmacy and Health",Pharmacy,"326 William Street, Melbourne VIC 3000",Stonebridge,Chemist Warehouse,"$192,196",7/10/2022,11/11/2022,"$3,520,000",5.46%,Portfolio Auction,11/11/2022,Colliers,Max Warren,Chao Zhang,,,390,,,100%,https://www.commercialrealestate.com.au/property/ground-floor-326-william-street-melbourne-vic-3000-2018115579,TH-007209,,
FALSE,Pubs and Hotels,Pubs,"1017 Lower North East Road, Highbury SA 5089",JLL,ALH,"$1,530,953",10/10/2022,15/12/2022,"$29,161,000",5.25%,EOI,10/11/2022,,Stuart Taylor,Will Connolly,John Musca,Ben Parkinson,,,,100%,https://www.commercialrealestate.com.au/property/1017-lower-north-east-road-highbury-sa-5089-2018118525,TH-007210,,
FALSE,Pubs and Hotels,Pubs,"1000 The Golden Way, Golden Grove SA 5125",JLL,ALH,"$1,474,444",10/10/2022,15/12/2022,"$28,085,000",5.25%,EOI,10/11/2022,,Ben Parkinson,Stuart Taylor,Will Connolly,John Musca,,,,100%,https://www.commercialrealestate.com.au/property/cnr-the-golden-way-and-the-grove-way-golden-grove-sa-5125-2018118675,TH-007211,,
FALSE,Pubs and Hotels,Pubs,"11 The Esplanade, St Kilda VIC 3182",Gorman Allard Shelton,AVC,"$3,150,000",10/10/2022,8/12/2022,"$64,000,000",4.92%,EOI,18/11/2022,,Joseph Walton,Michael Ryan,Jonathon McCormack,,,,,100%,https://www.commercialrealestate.com.au/property/11-the-esplanade-st-kilda-vic-3182-2018119365,TH-007212,,
FALSE,Supermarkets,Coles and Woolworths,"154 Raglan Parade, Warrnambool VIC 3280",Colliers,Coles,"$4,581,270",11/10/2022,1/04/2023,"$70,050,000",6.54%,EOI,10/11/2022,,Lachlan MacGillivray,Mike Crittenden,Tim McIntosh,,,,,100%,Colliers Retail Report 2023 -,TH-007213,,
FALSE,"Medical, Pharmacy and Health",Medical,"67 Seaford Road, Seaford Meadows SA 5169",Savills,Dr Jones and Partners Medical Imaging,"$150,332",18/10/2022,1/02/2023,"$3,600,000",4.18%,EOI,10/11/2022,,Chet Al,Ryan Mills,Chris Clemente,,,,,100%,https://www.commercialrealestate.com.au/property/67-seaford-road-seaford-meadows-sa-5169-2018135709,TH-007215,,
FALSE,Supermarkets,Coles and Woolworths,"3723-3744 Mount Lindesay Highway, Park Ridge QLD 4125",Savills,Coles,"$5,200,000",18/10/2022,30/01/2023,"$86,000,000",6.05%,EOI,17/11/2022,,Peter Tyson,Steven Lerche,,,14314,,,100%,https://www.commercialrealestate.com.au/property/3723-3744-mount-lindesay-highway;-park-ridge-qld-4125-2018138207,TH-007216,,
FALSE,Supermarkets,Coles and Woolworths,"9 Bannockburn Road, Bannockburn QLD 4207",JLL,Woolworths,"$1,435,539",18/10/2022,27/01/2023,"$26,000,000",5.52%,EOI,17/11/2022,CBRE,Jacob Swan,Sam Hatcher,,,4426,14500,,100%,https://www.commercialrealestate.com.au/property/9-bannockburn-road-bannockburn-qld-4207-2018134944,TH-007217,,
FALSE,Fuel and Convenience,Fuel Stations,"445 Cranbourne-Frankston Road, Langwarrin VIC 3910",Harcourts,United Petroleum,"$136,992",21/06/2022,9/02/2023,"$1,900,000",7.21%,Portfolio Auction,21/07/2022,,Jeremy Slade,Cameron Miller-Randle,,,,,,100%,https://www.commercialrealestate.com.au/property/445-cranbourne-frankston-road-langwarrin-vic-3910-2017884043,TH-007218,,
FALSE,Large Format Retail,Showroom,"302-320 Eaglehawk Road, California Gully VIC 3556",Colliers,Fitzpatricks Home Hardware,"$424,140",19/10/2022,14/04/2023,"$7,300,000",5.81%,EOI,17/11/2022,Stockdale & Leggo,Travis Hurst,Grant Hosking,,,4587,16100,,100%,https://www.commercialrealestate.com.au/property/lot-1-302-320-eaglehawk-road-california-gully-vic-3556-2018143106,TH-007219,,
FALSE,Supermarkets,Coles and Woolworths,"1 Alma Road, Dakabin QLD 4503",CBRE,Woolworths,"$2,218,371",19/10/2022,10/02/2023,"$40,000,000",5.55%,EOI,17/11/2022,JLL,Michael Hedgar,Joe Tynan,,,7409,23300,,100%,https://www.commercialrealestate.com.au/property/1-alma-road-dakabin-qld-4503-2018134854,TH-007220,,
FALSE,Banks,,"22 John Street, Cabramatta NSW 2166",Colliers,NAB Bank,"$368,471",21/10/2022,24/11/2022,"$10,250,000",3.59%,Portfolio Auction,24/11/2022,,Harry Bui,Andrew Bui,,,,,,100%,https://www.commercialrealestate.com.au/property/nab-cabramatta-22-john-street-cabramatta-nsw-2166-2018147691,TH-007223,,
FALSE,Industrial,,"2-20 Radford Road, Reservoir VIC 3073",Colliers,Industrial Tenant,"$450,000",28/10/2022,9/12/2022,"$6,000,000",7.50%,EOI,25/11/2022,,,,,,6300,7698,,100%,Email from David,TH-007226,,
FALSE,Fast Food,Drive-Thru,"1650 Anzac Avenue, North Lakes QLD 4509",Raine & Horne,Red Rooster,"$520,000",1/11/2022,30/11/2022,"$6,815,000",7.63%,Portfolio Auction,30/11/2022,,Trent Bruce,Michael Schafferius,,,886,5000,,100%,https://www.realcommercial.com.au/for-sale/property-1650-anzac-avenue;-north-lakes-qld-4509-504192451,TH-007228,,
FALSE,Fuel and Convenience,Fuel Stations,"3765 Pacific Highway, Slacks Creek QLD 4127",Colliers,BP,"$715,000",14/11/2022,8/12/2022,"$9,300,000",7.69%,Portfolio Auction,8/12/2022,,Ryan Chandler,Hunter Higgins,Steven King,,1207,6000,,100%,https://www.realcommercial.com.au/sold/property-3765-pacific-highway;-slacks-creek-qld-4127-504203168,TH-007230,,
FALSE,Fuel and Convenience,Fuel Stations,"25 Grand Entrance, Australind WA 6233",Stonebridge,EG Fuel,"$59,580",5/10/2022,28/10/2022,"$1,335,000",4.46%,Portfolio Auction,28/10/2022,,Michael Collins,Tom Moreland,Rorey James,,,,,100%,https://www.commercialrealestate.com.au/property/eg-group-woolworths-caltex-australind-25-grand-entrance-australind-wa-6233-2018108076,TH-007236,,
FALSE,Fuel and Convenience,Fuel Stations,"249 Greens Road, Dandenong VIC 3175",Jones Real Estate,United Petroleum,"$477,405",27/07/2022,5/10/2022,"$8,500,000",5.62%,Portfolio Auction,26/08/2022,,Luke Peric,Paul Jones,Sam Guest,Tim Spargo,,,,100%,https://www.realcommercial.com.au/for-sale/property-249-greens-road-dandenong-vic-3175-504124683,TH-007237,,
FALSE,Supermarkets,Coles and Woolworths,"100 Overton Road, Williams Landing VIC 3027",Stonebridge,Woolworths,"$4,100,000",28/01/2023,22/02/2024,"$60,000,000",6.83%,EOI,8/03/2023,,Justin Dowers,Kevin Tong,Philip Gartland,,10945,,,100%,https://www.commercialrealestate.com.au/property/williams-landing-shopping-centre-100-overton-road-williams-landing-vic-3027-2018323814,TH-007238,,
FALSE,Government,Retail,"31 Porter Street, Port Lincoln SA 5606",Colliers,Australia Post,"$110,000",28/01/2023,9/03/2023,"$1,806,000",6.09%,EOI,2/03/2023,,Jordan Schmidt,Alistair Mackie,Jack Dascombe,,940,2344,,100%,https://www.commercialrealestate.com.au/property/31-porter-street-port-lincoln-sa-5606-2016193572,TH-007239,,
FALSE,Industrial,Trade Retail,"4/279 Main South Road, Morphett Vale SA 5162",Savills,Wattyl Paints,"$137,000",30/01/2023,13/06/2023,"$2,225,000",6.16%,EOI,2/03/2023,,Steve Bobridge,Rob Williamson,,,467,475.11,,100%,https://www.commercialrealestate.com.au/property/4-279-main-south-road-morphett-vale-sa-5162-2018320296,TH-007241,,
FALSE,Automotive,Car Dealerships,"88-96 Adelaide Street, Maryborough QLD 4650",Colliers,AP Eagers,"$379,871",30/01/2023,2/12/2024,"$4,675,000",8.13%,EOI,2/03/2023,,Dan Dwan,,,,,,,100%,https://www.colliers.com.au/en-au/properties/regional-investment-opportunity-with-asx-listed-tenant-covenant/aus-88-96-adelaide-street-maryborough-qld-4650/aus66019649,TH-007243,,
FALSE,Fast Food,Fast Food Shops,"697 Centre Road, Bentleigh East VIC 3204",Fitzroys,Pizza Hut,"$37,761",1/02/2023,3/03/2023,"$855,000",4.42%,Portfolio Auction,3/03/2023,,Tom Fisher,Mark Talbot,,,,,,100%,https://www.commercialrealestate.com.au/property/697-centre-road-bentleigh-east-vic-3165-2018324700,TH-007244,,
FALSE,"Medical, Pharmacy and Health",Medical,"200 Glebe Road, Glebe NSW 2037",Ray White,Dentist,"$150,764",2/02/2023,27/04/2023,"$2,750,000",5.48%,Portfolio Auction,7/03/2023,,Kristian Morris,,,,,,,100%,https://www.commercialrealestate.com.au/property/200-glebe-point-road-glebe-nsw-2037-2018327523,TH-007248,,
